language,biased,neutral_primary,neutral_alternatives,tags,pos,scope,register,severity,bias_label,stereotype_category,explicitness,ngeli,number,requires_agreement,agreement_notes,patterns,constraints,avoid_when,example_biased,example_neutral
ki,mũthuri ti,mũndũ ti,,gender|marital_role,phrase,general,general,warn,stereotype,family_role,explicit,,,false,,,,proper_noun,Mũthuri ti wairia ashindire ũngavana na makĩria ma mĩtĩ ngiri mĩrongo ĩtano ciiki.,mũndũ ti wairia ashindire ũngavana na makĩria ma mĩtĩ ngiri mĩrongo ĩtano ciiki.
ki,mũthuri ti kamau,mũndũ ti kamau,,gender|marital_role,phrase,general,general,warn,stereotype,family_role,explicit,,,false,,,,proper_noun,Mũthuri ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. ,mũndũ ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. 
ki,mũtumia ti,mũndũ ti,,gender,phrase,general,general,warn,stereotype,daily_life,explicit,,,false,,,,,"Mũtumia ti Wambui nĩaraũgire kũria mbica ciaũmire, arĩa maheyanaga ũteithio mena ndeto makĩria","mũndũ ti Wambui nĩaraũgire kũria mbica ciaũmire, arĩa maheyanaga ũteithio mena ndeto makĩria"
ki,mũthuri ti samatta,mũndũ ti samatta,,gender|marital_role,phrase,general,general,warn,stereotype,family_role,explicit,,,false,,,,proper_noun,Mũthuri ti Samatta: mashabĩki ake a mũciĩ kũũrĩa Mbagala marauga atia?,mũndũ ti Samatta: mashabĩki ake a mũciĩ kũũrĩa Mbagala marauga atia?
ki,mũthuri ti kamau nĩ,mũndũ ti kamau nĩ,,gender|marital_role,phrase,general,general,warn,stereotype,family_role,explicit,,,true,check noun-class agreement after replacement,,,proper_noun,Mũthuri ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. ,mũndũ ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. 
ki,na mũthuri ti,na mũndũ ti,,gender|marital_role,phrase,general,general,warn,stereotype,family_role,explicit,,,false,,,,proper_noun,mũthenya wa kana no nginya njemanie na mũthuri ti juma thaa inyanya mũthenya ndagũthaitha kururĩra karenda-inĩ ,mũthenya wa kana no nginya njemanie na mũndũ ti juma thaa inyanya mũthenya ndagũthaitha kururĩra karenda-inĩ 
ki,mũthuri ti kamau nĩ ahanda,mũndũ ti kamau nĩ ahanda,,gender|marital_role,phrase,general,general,warn,stereotype,family_role,explicit,,,true,check noun-class agreement after replacement,,,proper_noun,Mũthuri ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. ,mũndũ ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. 
ki,mũthuri ti kamau nĩ ahanda mbembe,mũndũ ti kamau nĩ ahanda mbembe,,gender|marital_role,phrase,general,general,warn,stereotype,family_role,explicit,,,true,check noun-class agreement after replacement,,,proper_noun,Mũthuri ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. ,mũndũ ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. 
ki,mũthuri ti kamau nĩ ahanda mbembe mũthemba,mũndũ ti kamau nĩ ahanda mbembe mũthemba,,gender|marital_role,phrase,general,general,warn,stereotype,family_role,explicit,,,true,check noun-class agreement after replacement,,,proper_noun,Mũthuri ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. ,mũndũ ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. 
ki,mũthuri ti kamau nĩ ahanda mbembe mũthemba wa,mũndũ ti kamau nĩ ahanda mbembe mũthemba wa,,gender|marital_role,phrase,general,general,warn,stereotype,family_role,explicit,,,true,check noun-class agreement after replacement,,,proper_noun,Mũthuri ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. ,mũndũ ti Kamau nĩ ahanda mbembe mũthemba wa Pioneer. 
